Genome ID,Genome Name,Version,Kleborate version,strain,species,species_match,contig_count,N50,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_type,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits
5f48a900f87f3941a091d9f7,ERR1334684,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,78,300333,695834,5751375,yes (1182),ambiguous_bases,ST17,1,1,9,15,ybt 15; ICEKp11,231,-,0,-,0,-,0,-,0,-,wzi141,KL25,K25,-,High,99.17%,KL25_09_wfeD,O5,O5,*,High,94.21%,,aadA;aadA5;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,mphA,catA1^,-,sul1;sul2,tet(B).v2*;tetR,-,dfrA14.v2*;dfrA17,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,OmpK36-0%,-,-,-,-,ST17,2,1,1,1,4,4,4,6,15,22,4,1,37,34,14,1,33,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f488d44677a5543fe246993,ERR1334685,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,79,190947,645471,5631628,yes (494),ambiguous_bases,ST45,1,2,8,13,ybt 10; ICEKp4,78-1LV,-,0,-,0,-,0,-,0,-,wzi101,KL24,K24,none,Very high,99.01%,,O1/O2v1,O2a,none,Very high,98.76%,,aac(3)-IIa.v1^;aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,-,-,dfrA14.v2*,OXA-1;OXA-9.v1,-,CTX-M-15,-,KPC-3,SHV-1,-,-,-,-,-,TEM-150?-0%,ST45,2,1,1,6,7,1,12,3,12,4,11,3,21,410,3,10,16,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49a15164435fcf74747933,ERR1334686,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,111,159139,355300,5323400,yes (492),ambiguous_bases,ST1454,0,0,1,0,-,0,-,0,-,0,-,0,-,0,-,-,KL25,K25,?-,Good,99.84%,KL25_09_wfeD,O1/O2v2,O2afg,?-,Good,99.38%,"O1/O2v2_02_wzt,O1/O2v2_06_wbbO,O1/O2v2_09_gmlB",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-26,-,-,-,GyrA-87G,-,-,ST1454,2,3,6,1,9,7,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49d2e9f87f39b0e191f23d,ERR1334687,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,65,224206,877101,5599331,yes (495),ambiguous_bases,ST348,1,1,8,12,ybt 0; ICEKp5,522-2LV,-,0,-,0,-,0,-,0,-,wzi94,KL62,K62,none,Very high,99.94%,,O1/O2v1,O1,?-,Good,98.80%,O1/O2v1_06_wbbO,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST348,2,1,20,1,12,15,16,86,12,117,3,1,274,411,70,88,4,153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48b29a64435f2c83745bb6,ERR1334688,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,64,263026,432333,5454768,yes (690),ambiguous_bases,ST377,0,1,7,11,-,0,-,0,-,0,-,0,-,0,-,wzi173,KL102,unknown (KL102),none,Very high,99.44%,,O1/O2v2,O2afg,none,Very high,98.54%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA^;strA.v1;strB.v1,-,-,-,-,-,CatB4.v1?,-,sul1^;sul2,-,-,dfrA15.v2,OXA-1,-,CTX-M-15,-,-,SHV-110,156D;35Q,-,-,GyrA-83Y;GyrA-87A;ParC-80I,-,-,ST377,10,20,2,1,9,11,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f4a08c8677a55008e24873c,ERR1334690,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,42,264754,567128,5542144,yes (491),ambiguous_bases,ST15,1,1,5,5,ybt 9; ICEKp3,174,-,0,-,0,-,0,-,0,-,wzi93,KL112,unknown (KL112),none,Very high,98.65%,,O1/O2v1,O1,none,Very high,98.52%,,strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,-,-,-,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,-,-,GyrA-83F;GyrA-87A;ParC-80I,-,-,ST15,1,1,1,1,1,1,1,5,11,6,5,1,34,15,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48ebc8677a55e6c724708f,ERR1334691,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,74,249069,608200,5534529,yes (780),ambiguous_bases,ST45,1,2,5,9,ybt 10; ICEKp4,78,-,0,-,0,-,0,-,0,-,wzi101,KL24,K24,-,High,99.00%,KL24_02_cpsACP,O1/O2v1,O2a,none,Very high,98.75%,,aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,-,-,dfrA14.v2*,OXA-9.v1;TEM-1D.v1^,-,-,-,KPC-3,-,-,-,-,-,-,SHV-11.v2*?-0%;SHV-187*?-47%,ST45,2,1,1,6,7,1,12,3,12,4,11,3,21,18,3,10,16,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49053ef87f3951c491e18e,ERR1334692,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,80,379008,523043,5751002,yes (882),ambiguous_bases,ST17,1,1,9,15,ybt 15; ICEKp11,231,-,0,-,0,-,0,-,0,-,wzi141,KL25,K25,-,High,99.17%,KL25_09_wfeD,O5,O5,*,High,94.21%,,aadA;aadA5;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,mphA,catA1^,-,sul1;sul2,tet(B).v2*;tetR,-,dfrA14.v2*;dfrA17,TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,OmpK36-50%,-,-,-,-,ST17,2,1,1,1,4,4,4,6,15,22,4,1,37,34,14,1,33,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f494c3064435f71c97471e9,ERR1334693,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,42,369309,744012,5611321,yes (787),ambiguous_bases,ST14,1,0,3,3,ybt 10; ICEKp4,107-1LV,-,0,-,0,-,0,-,0,-,wzi16,KL16,K16,none,Very high,99.41%,,O1/O2v1,O1,none,Very high,98.55%,,aadA1.v1^,-,-,-,-,-,-,-,sul1,-,-,dfrA1.v2,-,-,-,-,-,SHV-100,-,-,-,-,-,-,ST14,1,6,1,1,1,1,1,3,3,4,3,3,7,382,3,3,3,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f490002f87f393ee491e103,ERR1334695,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,33,461482,1315764,5345299,yes (488),ambiguous_bases,ST1997,0,0,1,1,-,0,-,0,-,0,-,0,-,0,-,wzi84,KL28,K28,none,Very high,99.39%,,O1/O2v1,O2a,none,Very high,98.86%,,-,-,-,qnrB19^,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1^,35Q,OmpK35-59%,-,GyrA-83I;ParC-80I,-,-,ST1997,3,3,95,1,16,1,321,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f496b5364435f347f7474f1,ERR1334696,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,82,190947,607759,5608248,yes (691),ambiguous_bases,ST45,1,2,8,14,ybt 10; ICEKp4,78-1LV,-,0,-,0,-,0,-,0,-,wzi101,KL24,K24,none,Very high,99.01%,,O1/O2v1,O2a,none,Very high,98.76%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v1^;aadA*;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,-,-,dfrA14.v2*,OXA-1;OXA-9.v1;TEM-1D.v1^,-,CTX-M-15,-,KPC-3,SHV-1,-,-,-,-,-,-,ST45,2,1,1,6,7,1,12,3,12,4,11,3,21,410,3,10,16,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f493c11677a5545a524778b,ERR1334697,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,81,201798,607759,5630987,yes (675),ambiguous_bases,ST45,1,2,8,13,ybt 10; ICEKp4,78-1LV,-,0,-,0,-,0,-,0,-,wzi101,KL24,K24,none,Very high,99.01%,,O1/O2v1,O2a,none,Very high,98.76%,,aac(3)-IIa.v1^;aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,-,-,dfrA14.v2*,OXA-1;OXA-9.v1,-,CTX-M-15,-,KPC-3,SHV-1,-,-,-,-,-,TEM-150?-0%,ST45,2,1,1,6,7,1,12,3,12,4,11,3,21,410,3,10,16,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f4a2503677a55dfb1248958,ERR1334698,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,77,190947,608209,5585750,yes (777),ambiguous_bases,ST45,1,2,8,14,ybt 10; ICEKp4,78-1LV,-,0,-,0,-,0,-,0,-,wzi101,KL24,K24,none,Very high,99.01%,,O1/O2v1,O2a,none,Very high,98.76%,,aac(3)-IIa.v1^;aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,-,-,dfrA14.v2*,OXA-1;OXA-9.v1;TEM-1D.v1^,-,CTX-M-15,-,KPC-3,SHV-1,-,-,-,-,-,-,ST45,2,1,1,6,7,1,12,3,12,4,11,3,21,410,3,10,16,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f4888eff87f3983d091d76c,ERR1334699,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,72,178220,531457,5439977,yes (194),ambiguous_bases,ST395,1,1,8,11,ybt 16; ICEKp12,530-3LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.75%,,O1/O2v1,O1,none,Very high,99.96%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2,-,-,qnrS1,-,-,CatB4.v1?;catA1^,-,sul1,tet(A).v1,-,dfrA1.v1,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1,35Q,OmpK35-72%;OmpK36GD,-,GyrA-83I;ParC-80I,-,-,ST395,3,1,2,4,1,1,4,87,15,121,126,11,245,413,2,11,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49eb4c677a55121b2484bc,ERR1334700,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,67,227957,984716,5477263,yes (287),ambiguous_bases,ST11,0,1,8,11,-,0,-,0,-,0,-,0,-,0,-,wzi243,KL13,K13,?-,Good,99.04%,KL13_17_manC,O3b,O3b,?-,Good,99.07%,O3b_01_manC,aac(6')-Ib-cr.v2^;aph3-Ia.v1^,-,-,qnrB4,-,mphA,catB3.v2,arr-3,sul1;sul1,-,-,-,DHA-1;OXA-1,-,CTX-M-1,-,-,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49a4ee677a55746c248009,ERR1334701,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,76,190947,532505,5617758,yes (693),ambiguous_bases,ST45,1,2,6,12,ybt 10; ICEKp4,78-1LV,-,0,-,0,-,0,-,0,-,wzi101,KL24,K24,none,Very high,99.01%,,O1/O2v1,O2a,none,Very high,98.76%,,aac(3)-IIa.v1^;aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1,-,-,-,-,-,CatB4.v1?,-,sul2,-,-,dfrA14.v2*,OXA-1;OXA-9.v1;TEM-1D.v1^,-,-,-,KPC-3,SHV-1,-,-,-,-,-,-,ST45,2,1,1,6,7,1,12,3,12,4,11,3,21,410,3,10,16,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f497ca6f87f39f73291ec1c,ERR1334703,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,56,369114,876401,5543320,yes (786),ambiguous_bases,ST104,1,2,5,6,ybt 9; ICEKp3,173-1LV,-,0,-,0,-,0,-,0,-,wzi102,KL31,K31,?-,Good,99.08%,KL31_12_wcaJ,O3b,O3b,?,Good,99.76%,,strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,-,-,dfrA14.v2*,TEM-1D.v1^,-,-,-,KPC-3,SHV-71,146V,-,-,-,-,-,ST104,2,3,1,1,2,1,43,5,11,6,5,1,339,37,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f4999ca64435fa63c7478c5,ERR1334704,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,73,375979,713678,5553536,yes (393),ambiguous_bases,ST231,1,2,6,10,ybt 9; ICEKp3,183-2LV,-,0,-,0,-,0,-,0,-,wzi104,KL51,K51,-,High,99.41%,KL51_14_wcoZ,O1/O2v2,O1,none,Very high,98.44%,,aac(6')-Ib'.v1*;strA.v1^;strB.v1,-,-,-,-,-,-,-,sul1;sul2,-,-,dfrA1.v2;dfrA14.v2*,OXA-9.v1;TEM-1D.v1^,-,-,-,KPC-3,SHV-1^,-,-,-,GyrA-83I;ParC-80I,-,aadA?-76%,ST231,2,6,1,3,26,1,77,5,11,6,5,1,25,318,9,5,123,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f491b1c677a559b8e247446,ERR1334705,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,75,223666,607759,5626919,yes (484),ambiguous_bases,ST45,1,2,8,13,ybt 10; ICEKp4,78-1LV,-,0,-,0,-,0,-,0,-,wzi101,KL24,K24,?-,Good,99.01%,KL24_11_wcaJ,O1/O2v1,O2a,?-,Good,98.76%,O1/O2v1_03_wbbM,aac(3)-IIa.v1^;aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,-,-,dfrA14.v2*,OXA-1;OXA-9.v1,-,CTX-M-15,-,KPC-3,SHV-1,-,-,-,-,-,TEM-150?-0%,ST45,2,1,1,6,7,1,12,3,12,4,11,3,21,410,3,10,16,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f498555f87f3960ad91ecd3,ERR1334706,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,67,329455,594677,5649447,yes (985),ambiguous_bases,ST17,1,0,0,0,ybt 15; ICEKp11,231,-,0,-,0,-,0,-,0,-,wzi141,KL25,K25,-,High,99.16%,KL25_09_wfeD,O5,O5,*,High,94.21%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST17,2,1,1,1,4,4,4,6,15,22,4,1,37,34,14,1,33,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48ee42f87f39c3a091dfb2,ERR1334707,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,66,313441,639334,5592797,yes (297),ambiguous_bases,ST348,1,1,8,12,ybt 0; ICEKp5,522-2LV,-,0,-,0,-,0,-,0,-,wzi94,KL62,K62,none,Very high,99.94%,,O1/O2v1,O1,none,Very high,98.86%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST348,2,1,20,1,12,15,16,86,12,117,3,1,274,411,70,88,4,153,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f486c40677a558525246739,ERR1334709,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,79,427807,1257044,5768441,yes (979),ambiguous_bases,ST17,1,1,9,20,ybt 15; ICEKp11,231,-,0,-,0,-,0,-,0,-,wzi141,KL25,K25,-,High,99.17%,KL25_09_wfeD,O5,O5,*,High,94.21%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA;aadA5;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,mphA,CatB4.v1?;catA1^,-,sul1;sul2,tet(A).v1;tet(B).v2*;tetR,-,dfrA14.v2*;dfrA17,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST17,2,1,1,1,4,4,4,6,15,22,4,1,37,34,14,1,33,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48946a64435f600d745913,ERR1334710,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,62,223498,414678,5430342,yes (389),ambiguous_bases,ST45,1,0,1,1,ybt 10; ICEKp4,78,-,0,-,0,-,0,-,0,-,wzi101,KL24,K24,none,Very high,99.01%,,O1/O2v1,O2a,none,Very high,98.76%,,-,-,-,-,-,-,-,-,-,tet(D),-,-,-,-,-,-,-,SHV-1^,-,-,-,-,-,-,ST45,2,1,1,6,7,1,12,3,12,4,11,3,21,18,3,10,16,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f4a02a7677a55b2012486b9,ERR1334711,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,32,338179,1263127,5237210,yes (577),ambiguous_bases,ST2428,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi26,KL46,K46,?*,Good,98.79%,,O3b,O3b,?,Good,99.14%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-41,-,-,-,-,-,-,ST2428,2,9,1,1,1,1,129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49dd99f87f39166191f2f7,ERR1334712,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,63,203099,561445,5498758,yes (591),ambiguous_bases,ST45,1,1,8,12,ybt 10; ICEKp4,78-1LV,-,0,-,0,-,0,-,0,-,wzi101,KL24,K24,?-,Good,98.99%,KL24_13_wcuG,O1/O2v1,O2a,none,Very high,98.75%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1,-,-,-,GyrA-87G,-,-,ST45,2,1,1,6,7,1,12,3,12,4,11,3,21,410,3,10,16,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f498e02f87f392b8391ed66,ERR1334713,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,69,272665,814844,5591269,yes (489),ambiguous_bases,ST323,0,2,5,9,-,0,-,0,-,0,-,0,-,0,-,wzi262,KL21,K21,?-+,Good,99.95%,"KL21_17_manC,KL21_18_manB",O3b,O3b,?-,Good,99.17%,"O3b_01_manC,O3b_02_manB",aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,-,-,dfrA14.v2*,OXA-9.v1;TEM-1D.v1^,-,-,-,KPC-3,SHV-1^,-,-,-,-,fosA7*-15%,-,ST323,2,1,1,1,9,1,93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49c211677a55c361248229,ERR1334714,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,58,209306,466934,5487645,yes (590),ambiguous_bases,ST15,1,2,7,9,ybt 9; ICEKp3,174,-,0,-,0,-,0,-,0,-,wzi93,KL112,unknown (KL112),none,Very high,98.65%,,O1/O2v1,O1,none,Very high,98.52%,,aac(6')-Ib'.v1*;aadA*;strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,-,-,dfrA14.v2*,OXA-9.v1,-,CTX-M-15,-,KPC-3,SHV-28.v1^,-,-,-,GyrA-83F;GyrA-87A;ParC-80I,-,TEM-105?-0%;TEM-79?-55%,ST15,1,1,1,1,1,1,1,5,11,6,5,1,34,15,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48b99064435fd0b8745c33,ERR1334715,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,70,186263,444498,5387649,yes (585),ambiguous_bases,ST277,0,0,2,3,-,0,-,0,-,0,-,0,-,0,-,wzi97,KL46,K46,?-*,Good,99.67%,KL46_18_manC,O3b,O3b,?-,Good,99.32%,"O3b_01_manC,O3b_06_wbdA",strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,-,-,-,-,-,-,-,-,SHV-27^,156D,-,-,-,-,-,ST277,3,1,1,1,1,1,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f4a08ad677a556202248724,ERR1334716,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,60,284494,567129,5629066,yes (590),ambiguous_bases,ST15,1,1,7,9,ybt 9; ICEKp3,174,-,0,-,0,-,0,-,0,-,wzi93,KL112,unknown (KL112),none,Very high,98.64%,,O1/O2v1,O1,none,Very high,98.51%,,aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,-,-,-,CatB4.v1?,-,sul2,-,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-28.v1^,-,OmpK36GD,-,GyrA-83F;GyrA-87A;ParC-80I,-,-,ST15,1,1,1,1,1,1,1,5,11,6,5,1,34,15,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48ec92677a55227524709e,ERR1334722,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,61,267415,1134101,5493452,yes (876),ambiguous_bases,ST29,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi115,KL54,K54,none,Very high,99.94%,,O1/O2v2,O1,none,Very high,99.13%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-187,-,-,-,-,-,-,ST29,2,3,2,2,6,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49c5eb64435f39c2747c40,ERR1334723,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,46,481732,1194511,5427514,yes (786),ambiguous_bases,ST24,1,0,0,0,ybt 4; plasmid,36-1LV,-,0,-,0,-,0,-,0,-,wzi119,KL25,K25,-,High,98.41%,KL25_09_wfeD,O1/O2v1,O1,none,Very high,98.11%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST24,2,1,1,1,3,4,2,18,20,27,18,13,97,71,30,8,26,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f4a17e364435f6bb6748226,ERR1334724,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,62,259912,462124,5439149,yes (395),ambiguous_bases,ST39,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi83,KL23,K23,none,Very high,99.92%,,O1/O2v2,O1,none,Very high,98.49%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST39,2,1,2,4,9,1,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f489f23f87f39615191d905,ERR1334725,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,59,253953,399090,5431269,yes (790),ambiguous_bases,ST2599,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi27,KL27,K27,none,Very high,99.98%,,O1/O2v2,O2afg,none,Very high,98.44%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,-,ST2599,2,1,2,1,7,152,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f4874aef87f396ee791cd96,ERR1334727,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,45,371946,804842,5668578,yes (588),ambiguous_bases,ST405,1,1,8,11,ybt 27; ICEKp22,312,-,0,-,0,-,0,-,0,-,wzi143,KL151,unknown (KL151),none,Very high,99.22%,,O4,O4,none,Very high,99.68%,,aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-76,35Q,-,-,-,-,fosA7*?-0%,ST405,2,1,62,3,10,4,110,6,62,60,4,1,145,148,2,39,69,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
